date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:18	46692/46692	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:16%20GMT	https://arindamchat.wordpress.com/category/microsoft-technologies/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/microsoft-technologies/index.html	(from https://arindamchat.wordpress.com/)
15:44:18	74245/74245	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:16%20GMT	https://arindamchat.wordpress.com/2016/11/21/new-managed-solutions-gallery-as-alternative-for-sharepoint-server-sandbox-solutions/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2016/11/21/new-managed-solutions-gallery-as-alternative-for-sharepoint-server-sandbox-solutions/index.html	(from https://arindamchat.wordpress.com/)
15:44:19	97264/97264	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:16%20GMT	https://arindamchat.wordpress.com/2017/01/25/operationmanagersuit-oms/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2017/01/25/operationmanagersuit-oms/index.html	(from https://arindamchat.wordpress.com/)
15:44:19	108539/108539	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:16%20GMT	https://arindamchat.wordpress.com/2017/01/27/azure-log-search-dashboard-and-designer-in-operations-manager-suits-oms/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2017/01/27/azure-log-search-dashboard-and-designer-in-operations-manager-suits-oms/index.html	(from https://arindamchat.wordpress.com/)
15:44:21	63775/63775	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:19%20GMT	https://arindamchat.wordpress.com/2016/11/17/using-administrative-actions-logging-in-sharepoint-2016/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2016/11/17/using-administrative-actions-logging-in-sharepoint-2016/index.html	(from https://arindamchat.wordpress.com/)
15:44:22	68473/68473	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:19%20GMT	https://arindamchat.wordpress.com/2014/07/31/all-you-wanted-to-know-about-clickonce/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2014/07/31/all-you-wanted-to-know-about-clickonce/index.html	(from https://arindamchat.wordpress.com/)
15:44:22	94057/94057	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:19%20GMT	https://arindamchat.wordpress.com/2016/11/16/angular-js-on-sharepoint-2013/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2016/11/16/angular-js-on-sharepoint-2013/index.html	(from https://arindamchat.wordpress.com/)
15:44:24	48860/48860	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:22%20GMT	https://arindamchat.wordpress.com/page/2/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/page/2/index.html	(from https://arindamchat.wordpress.com/)
15:44:24	32276/32276	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:22%20GMT	https://arindamchat.wordpress.com/2017/01/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2017/01/index.html	(from https://arindamchat.wordpress.com/)
15:44:24	30400/30400	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:22%20GMT	https://arindamchat.wordpress.com/2017/05/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2017/05/index.html	(from https://arindamchat.wordpress.com/)
15:44:26	34956/34956	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:24%20GMT	https://arindamchat.wordpress.com/2016/11/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2016/11/index.html	(from https://arindamchat.wordpress.com/)
15:44:26	32301/32301	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:24%20GMT	https://arindamchat.wordpress.com/2014/07/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2014/07/index.html	(from https://arindamchat.wordpress.com/)
15:44:26	30540/30540	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:25%20GMT	https://arindamchat.wordpress.com/2014/03/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2014/03/index.html	(from https://arindamchat.wordpress.com/)
15:44:27	30467/30467	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:26%20GMT	https://arindamchat.wordpress.com/2014/02/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2014/02/index.html	(from https://arindamchat.wordpress.com/)
15:44:28	32311/32311	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:26%20GMT	https://arindamchat.wordpress.com/2013/06/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2013/06/index.html	(from https://arindamchat.wordpress.com/)
15:44:28	36072/36072	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:27%20GMT	https://arindamchat.wordpress.com/2013/03/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2013/03/index.html	(from https://arindamchat.wordpress.com/)
15:44:29	30752/30752	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:28%20GMT	https://arindamchat.wordpress.com/2012/11/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2012/11/index.html	(from https://arindamchat.wordpress.com/)
15:44:29	30373/30373	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:28%20GMT	https://arindamchat.wordpress.com/2012/10/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2012/10/index.html	(from https://arindamchat.wordpress.com/)
15:44:30	30503/30503	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:28%20GMT	https://arindamchat.wordpress.com/2012/09/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2012/09/index.html	(from https://arindamchat.wordpress.com/)
15:44:31	26321/26321	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:29%20GMT	https://arindamchat.wordpress.com/2012/08/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2012/08/index.html	(from https://arindamchat.wordpress.com/)
15:44:31	26591/26591	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:30%20GMT	https://arindamchat.wordpress.com/2012/07/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2012/07/index.html	(from https://arindamchat.wordpress.com/)
15:44:31	26364/26364	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:30%20GMT	https://arindamchat.wordpress.com/2011/12/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2011/12/index.html	(from https://arindamchat.wordpress.com/)
15:44:32	30332/30332	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:31%20GMT	https://arindamchat.wordpress.com/2011/04/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2011/04/index.html	(from https://arindamchat.wordpress.com/)
15:44:32	32310/32310	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:31%20GMT	https://arindamchat.wordpress.com/2007/11/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2007/11/index.html	(from https://arindamchat.wordpress.com/)
15:44:33	42318/42318	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2258367620-a54e%22	https://s2.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1479964158j	C:/My%20Web%20Sites/aaaaa/s2.wp.com/_static/index1575.html	(from https://arindamchat.wordpress.com/)
15:44:33	364/364	---MCZ	200	added ('OK')	text/plain	date:Wed,%2021%20Jun%202017%2013:44:19%20GMT	https://s2.wp.com/robots.txt		(from https://arindamchat.wordpress.com/)
15:44:33	666/666	---M--	200	added ('OK')	image/png	etag:%2258674303-29a%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:33	523/523	---M--	200	added ('OK')	image/png	etag:%2257391252-20b%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:33	581/581	---M--	200	added ('OK')	image/png	etag:%2258674303-245%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:33	602/602	---M--	200	added ('OK')	image/png	etag:%2258674604-25a%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:34	592/592	---M--	200	added ('OK')	image/png	etag:%2257391252-250%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:34	1414/1414	---M--	200	added ('OK')	image/png	etag:%2257391252-586%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:34	1027/1027	---M--	200	added ('OK')	image/png	etag:%2258674303-403%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:34	1134/1134	---M--	200	added ('OK')	image/png	etag:%2258674303-46e%22	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:34	1984/1984	---M--	200	added ('OK')	image/png	etag:%2257391252-7c0%22	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:35	1232/1232	---M--	200	added ('OK')	image/gif	etag:%2258674607-4d0%22	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:35	1232/1232	---M--	200	added ('OK')	image/gif	etag:%2258674300-4d0%22	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:36	10819/10819	---M--	200	added ('OK')	image/gif	etag:%2257391275-2a43%22	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/My%20Web%20Sites/aaaaa/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
15:44:37	25690/25690	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22b78949fc214ac102dbfe6fb7c34ac8cb%22	https://arindamchat.wordpress.com/category/azure/feed/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/azure/feed/index.html	(from https://arindamchat.wordpress.com/category/azure/)
15:44:37	5452/5452	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22b78949fc214ac102dbfe6fb7c34ac8cb%22	https://arindamchat.wordpress.com/category/fast/feed/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/fast/feed/index.html	(from https://arindamchat.wordpress.com/category/fast/)
15:44:37	35730/35730	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22b78949fc214ac102dbfe6fb7c34ac8cb%22	https://arindamchat.wordpress.com/category/sharepoint/feed/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/sharepoint/feed/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/)
15:44:39	77001/77001	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:36%20GMT	https://arindamchat.wordpress.com/2012/09/03/troubleshooting-of-fast-search-configuration/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2012/09/03/troubleshooting-of-fast-search-configuration/index.html	(from https://arindamchat.wordpress.com/category/fast/)
15:44:39	50914/50914	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:37%20GMT	https://arindamchat.wordpress.com/2014/07/17/sharepoint-debugging-assistant-free-visual-studio-20122013-add-in/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2014/07/17/sharepoint-debugging-assistant-free-visual-studio-20122013-add-in/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/)
15:44:40	87991/87991	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:38%20GMT	https://arindamchat.wordpress.com/2014/03/01/create-sharepoint-custom-error-page-and-access-denied-page/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2014/03/01/create-sharepoint-custom-error-page-and-access-denied-page/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/)
15:44:40	76802/76802	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:38%20GMT	https://arindamchat.wordpress.com/2014/02/15/sharepoint-library-with-tree-view/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2014/02/15/sharepoint-library-with-tree-view/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/)
15:44:41	58406/58406	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:39%20GMT	https://arindamchat.wordpress.com/2013/06/12/different-app-hosting-option-in-sharepoint-2013/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2013/06/12/different-app-hosting-option-in-sharepoint-2013/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/)
15:44:41	15014/15014	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%222e2ed6c2056dfdd966b1e7c97e507d13%22	https://arindamchat.wordpress.com/category/sharepoint/sharepoint-2016/feed/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/sharepoint/sharepoint-2016/feed/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/sharepoint-2016/)
15:44:41	46419/46419	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:40%20GMT	https://arindamchat.wordpress.com/category/sharepoint/page/2/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/sharepoint/page/2/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/)
15:44:42	28164/28164	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%222e2ed6c2056dfdd966b1e7c97e507d13%22	https://arindamchat.wordpress.com/category/sharepoint/sharepoint-2013/feed/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/sharepoint/sharepoint-2013/feed/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/sharepoint-2013/)
15:44:43	51356/51356	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:41%20GMT	https://arindamchat.wordpress.com/2013/03/22/new-sharepoint-2013-topology/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/2013/03/22/new-sharepoint-2013-topology/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/sharepoint-2013/)
15:44:44	27383/27383	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Jun%202017%2013:44:42%20GMT	https://arindamchat.wordpress.com/category/sharepoint/sharepoint-2013/page/2/	C:/My%20Web%20Sites/aaaaa/arindamchat.wordpress.com/category/sharepoint/sharepoint-2013/page/2/index.html	(from https://arindamchat.wordpress.com/category/sharepoint/sharepoint-2013/)
